view_id,show_id,views_millions,watch_hours_millions,region,device_type,completion_rate
V4544,6aceee5a-b,63.45,301.15,Asia,Mobile,45.76
V4545,5f3f830d-a,48.73,55.82,South America,TV,72.73
V4546,0f6805ca-0,78.44,223.81,South America,Tablet,71.89
V4547,3d87f00f-5,185.45,229.12,North America,TV,83.27
V4548,5e55a8e4-2,177.01,253.35,Europe,Tablet,53.07
V4549,0b32f2a2-7,36.74,122.38,Europe,Laptop,81.74
V4550,4d710886-7,26.72,400.63,Asia,Tablet,75.11
V4551,adecdc42-f,89.81,247.72,Europe,Laptop,61.66
V4552,e10162e1-f,176.63,500.67,Asia,Tablet,83.69
V4553,b64aa092-3,0.91,206.99,South America,Laptop,90.37
V4554,9a29295c-d,157.67,413.83,South America,Tablet,26.42
V4555,85dd8a52-7,30.98,49.11,Europe,Laptop,98.5
V4556,18bf9f9f-a,82.34,46.99,North America,TV,84.97
V4557,0790567d-1,83.79,227.93,Asia,Tablet,50.63
V4558,4651c47c-1,90.28,524.95,Europe,TV,29.55
V4559,84edfff5-4,188.57,215.87,North America,Mobile,94.4
V4560,d6a91bca-7,5.59,434.91,Europe,TV,62.94
V4561,e62cb63b-7,144.97,463.79,Europe,TV,95.23
V4562,702cee36-e,35.19,568.4,Asia,Laptop,66.18
V4563,a3f0a095-e,48.96,494.8,South America,Laptop,71.54
V4564,e9a7c535-7,44.98,354.96,South America,Mobile,49.08
V4565,448992a9-2,3.3,411.67,Europe,Tablet,51.02
V4566,6e2c311f-2,163.12,441.11,Asia,Tablet,23.62
V4567,3e71a0ed-1,147.53,232.12,Europe,Mobile,90.23
V4568,d406e303-8,170.06,373.47,North America,Tablet,27.72
V4569,6e94ffd5-f,120.48,386.15,North America,Laptop,69.26
V4570,efc96220-5,69.16,307.72,North America,Laptop,52.68
V4571,d52b38fe-6,49.61,189.39,South America,Tablet,71.41
V4572,388b2eb3-1,30.67,275.71,Asia,TV,62.31
V4573,66572a8b-3,91.42,552.29,Europe,TV,32.56
V4574,6a35844c-3,128.84,519.77,Europe,Laptop,22.37
V4575,bf825d59-8,188.69,2.86,North America,TV,79.25
V4576,3bd0ef17-c,3.16,567.26,Asia,Mobile,63.29
V4577,b5f9e8c1-1,0.93,,South America,Laptop,42.93
V4578,d61d5f72-9,146.01,340.83,South America,,53.95
V4579,78606164-c,137.78,382.7,Europe,Mobile,56.69
V4580,0f920d76-3,64.26,413.89,North America,TV,46.6
V4581,b11292b6-7,29.31,106.44,South America,Laptop,79.94
V4582,4bfcdaac-7,124.69,319.36,North America,Mobile,47.5
V4583,1ab8cd45-8,93.04,58.49,North America,Tablet,92.34
V4584,3989f5f9-9,32.17,517.8,Europe,Tablet,49.14
V4585,f55460a6-f,57.85,77.79,Asia,Mobile,97.44
V4586,a075df92-e,76.96,216.9,Europe,Mobile,20.18
V4587,440859c0-4,46.21,569.21,Europe,Laptop,43.99
V4588,435f6605-0,175.57,138.66,North America,Tablet,28.37
V4589,ab98cbf9-7,74.49,182.58,North America,TV,81.8
V4590,663d4fcd-e,69.86,338.0,South America,Mobile,98.48
V4591,f0309c4f-7,152.16,163.52,Europe,TV,50.0
V4592,ac9e5130-6,180.34,528.28,South America,Tablet,76.36
V4593,c1f24756-2 ,54.28,397.26,Asia,Laptop,77.4
V4594,4d198c3b-3,10.07,157.69,South Am3rica,Tablet,58.04
V4595,94781e36-5,2.49,119.4,South America,Mobile,98.59
V4596,fb9fe94f-7,162.94,468.95,South America,Laptop,59.88
V4597,d21ffc8a-f,97.93,302.55,Asia,TV,59.52
V4598,f98d07f9-8,102.81,21.94,South America,TV,53.7
V4599,a00b9024-3,128.09,246.67,North America,Laptop,92.36
V4600,410dc864-6,29.71,253.15,South America,Laptop,26.56
V4601,45e620e7-6,69.65,46.21,North America,Mobile ,37.65
V4602,b80d5d45-2,77.89,332.44,Asia,Tablet,75.57
V4603,439de932-4,85.33,188.1,North America,Laptop,21.38
V4604,81e5b814-6,76.28,549.68,South America,Tablet,65.45
V4605,444bbed1-5,167.57,28.68,South America,Mobile,74.12
V4606,d06fd3a8-0,107.18,483.74,Asia,Mobile,57.14
V4607,483341fa-1,90.45,214.73,Asia,TV,90.42
V4608,ada7d545-8,53.02,31.41,Europe,Mobile,71.48
V4609,0445935c-e,59.31,262.4,North America,Tablet,58.06
V4610,a152a636-b,43.71,354.6,Europe,TV,28.22
V4611,66d0c735-e,153.62,446.5,North America,Laptop,88.24
V4612,0d7f380c-9,148.6,569.81,South America,Laptop,69.95
V4613,9650dec7-4,2.05,116.11,South America,Laptop,
V4614,27b4db75-7,33.4,82.13,North America,Laptop,89.47
V4615,655b3bbb-7,1.94,562.82,Asia,TV,67.99
V4616,97f5ab96-5,167.87,403.93,South America,Mobile,88.44
V4617,ced8362c-9,171.47,135.64,North America,Tablet,87.61
V4618,1dcaefc5-9,68.96,231.91,Europe,Mobile,31.13
V4619,fd459843-1 ,27.25,181.22,Asia,TV,91.81
V4620,d812fc50-d,120.1,570.62,North America,TV,91.42
V4621,df50bc41-7,174.85,365.91,South America,Laptop,92.98
V4622,d12dba70-5,189.29,347.34,Asia,Mobile,55.54
V4623,15db042c-6,53.21,374.06,Europe,Laptop,35.25
V4624,5da848de-1,101.96,320.4,Asia ,TV,40.12
V4625,12c6b4d3-c,164.78,233.66,Europe,Tablet,26.44
V4626,263cb97a-f,123.83,15.39,North America,TV,42.95
V4627,05e1468d-7,31.73,31.01,Asia,Laptop,75.73
V4628,c9b363e2-5,152.53,111.11,Asia,Mobile,96.71
V4629,e094988d-1,156.6,190.61,Europe,Mobile,38.32
V4630,ae4ed5e7-f,103.41,241.53,South America,TV,83.45
V4631,5c88a128-e,151.74,556.95,North America,Mobile,37.26
V4632,68fa3d3f-0,165.65,424.04,South America,TV,21.93
V4633,fce65388-5,126.66,,South America,Laptop,22.03
V4634,7961d943-5,74.5,273.03,North America,TV,37.07
V4635,f23806bb-e,159.6,75.08,South America,TV,48.05
V4636,c625983e-c,95.53,305.38,Europe,Laptop,97.99
V4637,a8941ba0-f,8.0,112.95,North America,TV,63.41
V4638,e5cbb677-6,184.32,158.85,South America,Tablet,31.85
V4639,4cf1f8f2-d,128.36,277.47,Europe,Mobile,30.92
V4640,a1807877-f,180.9,558.5,North America,Mobile,59.48
V4641,d1673d6b-7,149.11,575.75,Asia,Mobile,91.75
V4642,2255d88d-5,103.23,142.59,Europe,Mobile,44.58
V4643,c9cfa009-0,22.56,198.01,South America,Tablet,93.42
V4644,3837d0f5-b,92.07,442.2,Europe,TV,74.81
V4645,c74e044c-0,172.09,554.86,Europe,Laptop,96.29
V4646,9c86d26c-e,101.15,40.43,Europe,Mobile,31.61
V4647,cf80b1ba-c,94.63,318.31,Asia,Laptop,80.56
V4648,,37.58,250.59,North America,Mobile,25.99
V4649,6fe6a73e-e,24.75,325.34,Asia,Tablet,94.65
V4650,a1586a28-f,8.09,264.16,North America,Tablet,82.54
V4651,718e8f17-f,30.83,13.73,North America,Laptop,91.82
V4652,2212e046-d,62.81,548.25,Asia,Tablet,79.72
V4653,1c10749b-d,23.17,63.85,North America,Mobile,28.36
V4654,9dc70c1b-0,176.77,548.49,Asia,TV,95.37
V4655,e1ea58d5-0,88.3,454.29,North America,Mobile ,26.22
V4656,ab873743-0,101.36,556.04,South America,Laptop,90.91
V4657,61db86eb-4,163.14,509.73,South America,TV,95.68
V4658,5820c9a5-7,107.97,217.94,Europe,TV,44.27
V4659,96586380-6,168.26,298.28,North America,TV,74.38
V4660,4da237a3-1,132.98,471.25,North America,Mobile,37.37
V4661,bc572124-2,8.55,468.76,Europe,TV,71.16
V4662,448138b6-c,193.96,425.41,Asia,Mobile,69.42
V4663,c0f4a9e4-b,167.28,99.18,South America,Laptop,52.51
V4664,c3f469e0-1,30.98,109.11,South America,TV,47.22
V4665,668aef56-8,101.23,393.68,Europe,Laptop,20.89
V4666,8da17b69-a,157.99,200.07,South America,Laptop,67.86
V4667,b0069ec6-c,151.69,495.76,North America,TV,82.27
V4668,b3e00091-9,196.49,309.04,Europe,TV,80.81
V4669,a0e8d05f-6,2.96,115.98,Europe,TV,73.69
V4670,7eb1a5fc-3,145.44,78.15,South America,Laptop,23.27
V4671,f8eef10e-8,64.91,,Europe,Mobile,26.18
V4672,0c982aba-d,152.95,98.98,North America,TV,55.71
V4673,14b42c49-6,171.65,322.37,South America,Tablet,35.85
V4674,dfcab090-4,182.93,423.24,North America,TV,77.5
V4675,441b6c06-7,81.61,21.1,Europe,Laptop,40.86
V4676,a21a3485-2,173.99,6.78,North America,Tablet,76.93
V4677,6da25260-e,67.3,290.62,Europe,Mobile,59.93
V4678,2114815d-8,166.75,383.91,South America,Laptop,25.07
V4679,7daebcb9-c,37.49,155.74,North America,TV,74.5
V4680,6dbf7247-0,190.32,417.88,South America,Mobile,99.92
V4681,cb2c9601-c,144.02,509.21,South America,TV,52.56
V4682,0b331dbf-e,30.06,206.11,Asia,Tablet,79.56
V4683,f8e1e43d-c,68.3,562.4,,TV,70.17
V4684,f3fc9e84-c,65.57,150.27,Europe,Laptop,93.9
V4685,0c963273-d,86.18,23.72,South America,TV,29.03
V4686,5c4f8300-9,111.59,560.97,Asia,Tablet,94.71
V4687,3d918f42-d,16.38,334.06,Asia,TV,52.85
V4688,af188c26-e,58.22,59.17,South America,Laptop,55.73
V4689,996b1c0b-8,68.11,528.68,North America,Laptop,97.47
V4690,78a203b3-5,195.06,337.73,South America,Laptop,35.74
V4691,86f6cd40-c,96.97,337.77,South America,Laptop,95.82
V4692,d50aaa47-8,103.94,175.3,Asia,Tablet,43.36
V4693,bc4fedca-a,60.23,247.9,North America,TV,41.96
V4694,3307be57-0,0.77,417.96,Europe,Mobile,71.21
V4695,053daa30-e,174.98,476.7,South America,Tablet,87.97
V4696,5c85424a-3,58.46,583.43,South America,Laptop,51.58
V4697,efe59692-8,17.36,169.85,Asia,TV,54.74
V4698,df93007f-2,112.04,36.03,North America,Laptop,62.91
V4699,00ad96d1-8,179.39,442.81,Asia,Mobile,30.97
V4700,3ab9df70-1,190.02,453.73,South America,Mobile,52.14
V4701,8f52af3a-5,57.82,548.57,North America,TV,50.93
V4702,bc9d5c10-6,10.83,331.59,Europe,Mobile,73.05
V4703,a2f62207-3,41.08,517.36,Europe,Laptop,66.55
V4704,9257e6b4-d,174.58,380.72,Asia,TV,61.04
V4705,73f34dbe-4,11.66,441.62,South America,Laptop,36.98
V4706,482ce098-3,135.0,580.67,Asia,Tablet,97.85
V4707,47dc85d3-1,164.03,555.11,North America,Tablet,66.83
V4708,37832784-d,145.62,399.67,Asia,TV,29.36
V4709,c765e0ca-6,155.76,588.32,Europe,Tablet,32.23
V4710,f867c2f0-b,149.71,469.59,Asia,TV,61.79
V4711,bfbffdb2-7,1.07,279.54,Asia,Laptop,38.04
V4712,7a24e8ad-c,148.93,551.56,South America,Tablet,86.11
V4713,fc762575-6,148.36,180.88,North America,TV,86.18
V4714,a7b3099e-2,164.17,456.37,North America,Mobile,35.27
V4715,94af775e-5,151.89,462.55,Europe,Laptop,86.62
V4716,a8f7cd8b-1,108.95,,Europe,Mobile,20.88
V4717,7cc3b384-3,20.17,44.85,Asia,TV,
V4718,d9373018-5,110.68,29.23,South America,Mobile,61.3
V4719,52b33e6a-6,51.81,507.78,South America,Tablet,93.24
V4720,569b336d-6,44.55,229.0,South America,Tablet,34.37
V4721,c2b530a9-a,132.91,285.65,North America,Tablet,29.6
V4722,9d7c1a06-e,22.02,207.93,Asia,Mobile,65.35
V4723,3412f2e1-5,128.84,161.75,North America,Laptop,71.07
V4724,1e1b5678-1,177.08,129.31,Asia,Laptop,40.22
V4725,8c043ca2-1,152.36,118.95,Asia,TV,83.78
V4726,c4c50de6-6,42.58,55.55,Asia,Mobile,33.65
V4727,8961f996-4,171.31,597.2,Europe,mobile,65.83
V4728,e4f5c3b6-2,29.46,22.22,North America,Mobile,60.67
V4729,c67de0ab-c,108.42,62.94,Europe,Mobile,94.31
V4730,5f94d08b-2,163.15,199.05,Asia,Laptop,99.69
V4731,f87401c6-b,42.93,531.15,North America,Laptop,36.15
V4732,a1bcb441-0,121.95,597.23,Europe,TV,83.04
V4733,61180c0d-b,135.22,212.96,South America,TV,32.06
V4734,2b2470ab-8,47.07,585.03,North America,Laptop,70.45
V4735,da2f3c79-f,41.51,560.88,Europe,Laptop,87.04
V4736,d729c040-a,60.75,319.59,Europe,,93.87
V4737,92058123-7,8.17,6.72,Asia,Mobile,82.6
V4738,c8d4103b-f,120.08,487.3,Europe,Laptop,76.29
V4739,9630a5d5-e,44.92,248.89,North America,TV,36.78
V4740,a79f67e7-0,101.47,518.44,South America,Laptop,59.12
V4741,51806967-f,149.16,279.58,Asia,Mobile,63.49
V4742,1be766d6-2,160.1,162.26,North America,Tablet,55.68
V4743,bc401474-f,169.57,9.16,Asia,Mobile,65.46
V4744,49360a56-2,156.95,301.94,Asia,Tablet,76.09
V4745,a37adc4d-1,15.53,204.07,North America,Mobile,64.13
V4746,ca5d333c-8,2.25,398.75,Europe,Tablet,77.65
V4747,33ad66d6-5,82.85,186.65,Asia,Mobile,29.38
V4748,91a6d019-e,125.33,478.78,Asia,Mobile,96.73
V4749,dfa79688-e,3.63,275.49,asia,Laptop,70.12
V4750,8efd907c-a,29.86,276.9,North America,Tablet,66.82
V4751,fdeca735-1,166.81,334.29,,Laptop,45.67
V4752,656c5a99-e,85.13,359.83,South America,Laptop,86.06
V4753,a42bbb40-1,78.31,221.47,,Laptop,67.5
V4754,626400d3-6,93.74,552.62,North America,Mobile,90.51
V4755,177c22ed-c,66.71,16.66,Asia,Laptop,92.9
V4756,dac229cd-2,190.38,389.32,Asia,Laptop,58.77
V4757,a1c421c5-1,95.88,470.31,Asia,TV,59.56
V4758,751f2ab8-8,55.12,400.54,North America,Tablet,82.65
V4759,79d3a08c-9,180.53,48.12,Europe,Mobile,84.76
V4760,6bf9ac9e-a,150.66,73.37,Asia,Mobile,33.3
V4761,a07d01c6-a,39.75,477.12,Europe,Mobile,38.1
V4762,529e55e3-c,138.57,207.7,Europe,Laptop,71.68
V4763,c3c4992a-1,80.93,546.66,Europe,TV,54.53
V4764,868e4660-8,150.71,26.34,North America,TV,84.61
V4765,f6ce5445-c,197.58,236.03,Asia,TV,84.45
V4766,0ddaf680-f,61.97,465.33,Asia,Tablet,85.84
V4767,89f4d39f-6,142.77,332.58,North America,Mobile,64.18
V4768,1a028eed-c,1.75,59.56,Europe,Tablet,41.67
V4769,bdfdbcac-6,88.38,373.9,North America,Tablet,76.15
V4770,1d7feb23-d,180.01,463.54,Asia,Laptop,40.98
V4771,6a8214b7-c,148.29,470.96,South America,TV,80.75
V4772,41dcc0df-e,173.68,323.35,South America,Mobile,34.17
V4773,d94464c6-0,101.85,211.5,North America,Mobile,34.74
V4774,9b2bd996-3,19.48,471.32,,TV,78.6
V4775,5974a546-1,129.49,6.84,Asia,Laptop,84.18
V4776,3b6b948f-e,95.86,154.19,Asia,TV,37.25
V4777,1981a32c-4,150.09,459.68,South America,Tablet,75.48
V4778,02c69802-0,135.26,84.11,North America,Tablet,68.96
V4779,e23f7419-b,157.47,90.8,Europe,Tablet,66.59
V4780,bfc91a04-6,41.39,131.76,Asia,TV,39.44
V4781,a8af35a7-2,4.21,305.45,South America,TV,99.15
V4782,80a21325-b,40.18,208.78,Asia,Laptop,68.27
V4783,f5dd45fd-9,157.69,87.34,Asia,Mobile,34.02
V4784,0d9f7adf-6,15.35,70.68,North America,TV,78.73
V4785,66e946c5-1,193.05,498.66,North America,Laptop,71.46
V4786,e476fdf5-1,66.1,155.39,South America,Laptop,57.81
V4787,ea5e65eb-d,64.03,342.11,Europe,Mobile,86.91
V4788,c4a1f886-5,48.31,441.72,Europe,Mobile,36.38
V4789,b972077d-1,86.73,22.06,Europe,Mobile,71.83
V4790,9f910310-c,59.34,282.68,South America,Tablet,75.45
V4791,66de093e-1,146.76,546.33,Asia,Laptop,64.92
V4792,ed60a0a2-1,13.22,502.44,South America,Tablet,31.24
V4793,c7022e40-0,157.45,452.96,South America,TV,42.42
V4794,6fda17a3-1,100.16,461.06,Asia,TV,77.34
V4795,db08d9ad-4,182.26,463.28,North America,Mobile,90.8
V4796,e6fb74e3-4,70.95,281.11,Europe,Tablet,85.05
V4797,8e9e618e-9,141.24,329.71,Asia,Laptop,70.5
V4798,5381e35c-9,101.32,285.65,South America,Tablet,80.21
V4799,650fbe5c-8,30.25,552.9,South America,Laptop,79.9
V4800,ee545a7c-b,72.12,378.9,South America,Mobile,86.75
V4801,c2ee09d3-5,130.54,34.92,Asia,Tablet,97.81
V4802,75fe47bb-7,57.53,451.91,Asia,Mobile,62.29
V4803,8c3c8f85-b,20.87,176.08,Asia,Mobile,53.85
V4804,32e4d802-7,170.08,242.55,North America,Mobile,60.91
V4805,a999fdf7-2,60.11,501.23,Asia,Tablet,97.65
V4806,f124b248-8,10.47,275.37,Europe,TV,32.31
V4807,55502720-6,161.52,530.75,South America,TV,24.8
V4808,5293bdae-4,34.61,126.31,South America,Mobile,41.91
V4809,e18eb088-3,116.67,289.25,South America,Tablet,28.73
V4810,bbf5366c-8,29.93,371.14,Europe,TV,89.55
V4811,a086acea-3,164.76,213.23,Asia,Tablet,90.09
V4812,f7011d1d-1,140.43,179.27,Asia,Mobile,76.32
V4813,193de1ec-c,113.39,588.6,North America,Laptop,39.56
V4814,4ed9d5c3-b,56.69,88.21,Asia,Tablet,93.11
V4815,e54d15dc-b,195.13,320.63,South America,Tablet,49.83
V4816,7ef513c8-9,61.48,164.73,Europe,TV,39.47
V4817,34a73aa6-c,158.9,140.81,North America,Tablet,51.78
V4818,56e74c4a-3,38.08,563.98,Asia,TV,78.53
V4819,60ff8b24-8,71.41,55.44,Asia,Mobile,28.76
V4820,9676e88e-4,198.57,430.42,Asia,Tablet,34.72
V4821,64beffbf-8,114.66,407.51,North America,Laptop,34.35
V4822,8d9551b9-d,39.63,8.35,South America,Laptop,20.07
V4823,9e76f558-e,5.4,513.96,Asia,Tablet,72.28
V4824,e0d6d298-8,48.54,34.02,South America,TV,84.99
V4825,f7ceb932-b,8.12,423.62,Europe,Laptop,51.86
V4826,46126b08-9,25.35,299.59,Asia,Tablet,75.32
V4827,e78244c1-8,164.18,,South America,Tablet,59.37
V4828,65a71938-b,14.73,498.62,Europe,Mobile,50.2
V4829,57cba5b9-e,184.33,140.82,South America,Mobile,21.17
V4830,c2f01b4f-b,41.08,40.8,South America,Tablet,65.59
V4831,cd382f2f-4,176.34,352.78,Asia,TV,71.45
V4832,58697f38-5,127.06,59.15,South America,Laptop,25.69
V4833,de3d4eba-d,17.96,592.28,Europe,TV,66.58
V4834,2ed3d94d-5,18.86,305.67,Europe,Tablet,20.54
V4835,711f39bd-4,163.74,336.35,North America,Mobile,40.26
V4836,23b99a50-7,195.28,438.24,North America,Mobile,52.79
V4837,c66e8a67-4,64.11,561.75,Europe,Tablet,81.05
V4838,087c9550-3,22.07,115.54,South America,TV,87.63
V4839,28a5a621-3,,568.06,South America,Tablet,41.21
V4840,ebcc6aa2-4,53.73,467.34,Europe,TV,36.59
V4841,502eef7a-0,106.69,167.03,South America,Tablet,87.8
V4842,3c67aebf-b,103.83,158.43,Asia,Laptop,91.56
V4843,cafe95e1-1,66.2,,Asia,Mobile,66.69
V4844,b69c1db9-5,179.91,436.13,South America,TV,25.73
V4845,07440664-f,59.76,47.55,Europe,Laptop,95.08
V4846,5cce0baf-2,180.08,9.25,Asia,Mobile,
V4847,422c61e4-e,78.86,208.34,Europe,Mobile,87.32
V4848,4ac6edf0-8,154.55,581.11,North America,Mobile,54.31
V4849,312f0500-a,76.97,313.2,Asia,Tabl3t,49.41
V4850,81f56acb-6,46.65,299.11,Asia,Tablet,83.35
V4851,52f752e0-4,124.91,99.13,Europe,TV ,49.19
V4852,cd22b5c9-8,161.87,432.37,Europe,Mobile,36.77
V4853,f32d89a4-9,42.29,46.22,South America,Laptop,87.19
V4854,b6fb1700-6,107.82,414.03,South America,TV,99.12
V4855,1c524268-b,12.7,39.67,South America,Mobile,32.37
V4856,4ccbe474-0,49.19,,South America,Mobile,45.46
V4857,4cf0cc72-d,82.5,554.82,Europe,Laptop,71.17
V4858,898477c9-b,60.83,525.89,South America,Mobile,78.36
V4859,d11bdef7-3,138.87,474.12,Asia,Tablet,38.77
V4860,261e1e83-0,115.53,211.33,Europe,Tablet,80.1
V4861,,45.02,381.33,South America,Tablet,
V4862,a29da67d-2,194.12,186.25,Asia,Mobile,43.36
V4863,817068c3-9,121.07,525.63,Asia,Tablet,28.11
V4864,c8396519-4,121.65,503.83,Europe,Tablet,27.32
V4865,38facee6-c,66.66,524.39,Europe,Laptop,36.2
V4866,9250f060-7,103.98,554.23,Asia,TV,56.36
V4867,cd209451-2,198.76,530.19,South America,Tablet,61.88
V4868,a1ff66b9-1,34.73,207.68,North America,Mobile,32.83
V4869,00ad557f-5,194.81,512.59,North America,Mobile,54.22
V4870,dea5c287-2,2.77,415.22,South America,Laptop,78.78
V4871,60e28d9d-6,45.76,354.99,europe,TV,56.78
V4872,309f2b66-e,50.94,462.72,North America,Laptop,21.79
V4873,5933f3fa-4,38.02,380.87,Europe,Mobile,72.74
V4874,66a701ce-e,183.5,371.19,Europe,Mobile,96.67
V4875,9ffb6c02-6,57.63,592.76,North America,Tablet,95.62
V4876,b40a633b-1,188.51,458.55,Europe,Tablet,27.85
V4877,2929bd53-d,8.5,398.33,Asia,Laptop,63.04
V4878,a354a9d6-c,180.97,271.61,North America,Tablet,38.84
V4879,44be7dad-1,10.31,352.71,South America,Mobile,41.93
V4880,9227a7a3-3,52.48,51.12,South America,TV,50.14
V4881,62598f78-3,162.04,10.99,Asia,Tablet,86.61
V4882,a5ade54d-f,28.87,402.49,Europe,Tablet,37.54
V4883,37d83af5-4,124.11,462.41,Europe,Mobile,96.92
V4884,52cf0a7e-9,166.18,181.01,Asia,Mobile,57.2
V4885,7f3c5764-6,194.41,556.2,North America,Mobile,74.5
V4886,aec5158c-d,189.45,145.38,Asia,TV,58.72
V4887,a76b7984-f,138.61,560.69,South America,TV,65.92
V4888,fb321aa2-4,155.26,499.74,Europe,Laptop,33.28
V4889,70ed30e0-e,48.12,37.63,Asia,TV,24.6
V4890,da1673d1-2,114.83,485.16,North America,Tablet,93.55
V4891,dcb80643-8,77.88,597.21,Asia,TV,34.08
V4892,a9532458-d,141.6,562.03,South America,Mobile,83.84
V4893,43d5068d-c,187.73,213.73,Asia,Mobile,98.74
V4894,14d6c830-3,41.04,453.05,Europe,Tablet,76.45
V4895,8219dd4f-3,39.2,189.17,Asia,Laptop,89.66
V4896,0a7a1b9d-d,21.86,309.85,North America,Laptop,92.22
V4897,d3f89c88-f,164.69,353.74,North America,TV,25.42
V4898,158a6c85-c,108.6,229.98,Europe,Mobile,73.45
V4899,66e956d2-0,70.27,472.98,North America,TV,22.83
V4900,f37fe9b5-b,107.81,320.74,Asia,Laptop,52.56
V4901,532ec1f9-9,142.39,16.55,South America,TV,81.84
V4902,ccc643bb-4,166.26,251.88,North America,Tablet,62.55
V4903,fe1db29d-0,41.13,45.57,Asia,Tablet,63.71
V4904,f987f4aa-9,18.41,184.02,Europe,Mobile,77.76
V4905,6fdd3a6b-8,189.41,491.91,Europe,Laptop,97.2
V4906,b7e21d5b-6,32.2,,South America,TV,41.04
V4907,6020bc00-2,144.58,311.62,South America,Laptop,86.77
V4908,562072cc-8,74.85,415.22,Europe,Mobile,62.06
V4909,c195c9f4-2,47.29,597.88,Asia,TV,22.55
V4910,745badd8-4,149.11,434.45,Asia,Mobile,47.78
V4911,6b5ea9e3-d,165.27,224.21,North America,Mobile,20.75
V4912,768f183e-b,144.37,92.51,Europe,TV,93.35
V4913,fce61d92-0,44.95,517.54,Asia,TV,49.17
V4914,dea01aec-1,169.72,499.97,Asia,Mobile,30.51
V4915,14646e69-e,100.48,385.61,Asia,Laptop,45.27
V4916,19f59b93-a,71.92,485.17,Europe,Laptop,
V4917,ff361bef-4,179.4,119.35,Europe,Tablet,49.57
V4918,636f0a1b-6,61.78,275.61,Asia,Laptop,72.23
V4919,4d08dd03-3,163.7,137.32,North America,Mobile,25.71
V4920,a0e5cfc6-8,33.03,512.91,Asia,Tablet,47.65
V4921,03f0801f-c,175.81,408.59,Asia,Mobile,87.5
V4922,3c4b1cc1-f,95.35,470.86,Europe,Laptop,31.08
V4923,5979bb10-3,119.35,157.88,North America,TV,47.81
V4924,5119e65f-c,112.67,595.56,South America,TV,21.78
V4925,73cd26a4-a,9.93,599.32,Asia,Tablet,22.0
V4926,4d0a1dde-8,133.76,436.79,Europe,Tablet,30.76
V4927,70e50391-d,173.65,313.69,Asia,TV,87.85
V4928,ea553a76-5,129.27,155.9,North America,Mobile,98.99
V4929,93245c6f-b,60.91,416.34,Asia,Laptop,72.23
V4930,18add7f5-2,18.7,415.59,South America,Laptop,52.5
V4931,32988258-e,177.31,568.34,Asia,Laptop,72.17
V4932,af18b300-b,134.14,139.23,North America,Tablet,33.81
V4933,92c1bef5-0,24.02,371.02,Europe,Laptop,74.99
V4934,b3261c87-a,135.34,237.7,Asia,TV,68.65
V4935,235ead50-7,22.31,34.35,Asia,Tablet,80.65
V4936,251b0d04-b,45.2,252.01,South America,Laptop,72.82
V4937,917c743b-a,81.21,272.38,South America,Tablet,59.66
V4938,f3456704-0,174.76,345.1,South America,TV,56.68
V4939,c9eff5e1-2,174.36,556.41,south america,Tablet,91.57
V4940,92728503-6,128.88,536.31,Asia,Mobile,47.19
V4941,7445d0e5-d,12.7,553.8,South America,Tablet,
V4942,6ecbdaad-1,93.47,480.45,South America,Tablet,79.13
V4943,1ce65c07-e,173.47,380.01,South America,TV,27.89
V4944,fd4e5091-1,29.11,374.26,Asia,Laptop,75.25
V4945,196fa8b7-f,111.35,454.46,Europe,Mobile,29.85
V4946,08dbcc9e-5,153.93,345.71,South America,Laptop,27.64
V4947,613fd0b2-d,146.28,457.16,Europe,Mobile,73.33
V4948,81c5fa85-b,99.72,33.95,South America,TV,96.65
V4949,865bc0a4-a,41.64,233.66,Europe,TV,93.76
V4950,56163610-3,38.56,,Europe,TV,63.24
V4951,8a1cf42a-0,136.46,276.93,Europe,TV,52.52
V4952,1bb1136b-6,107.45,23.17,Europe,Mobile,26.33
V4953,feec7ffe-a,155.86,79.2,Asia,Laptop,80.26
V4954,1e5f6009-e,22.3,93.11,South America,TV,66.15
V4955,9b0f77d7-8,56.92,385.08,North America,TV,90.29
V4956,7c28c1b0-c,3.06,115.8,Asia,Tablet,22.34
V4957,44251b94-b,,489.14,North America,Laptop,67.18
V4958,44e12ba7-c,40.99,205.55,North America,TV,48.63
V4959,7be32f3b-a,81.85,97.15,Asia,Tablet,45.63
V4960,f5878ebb-a,95.18,105.54,North America,Tablet,49.29
V4961,011bc885-0,16.26,272.44,North America,Mobile,96.25
V4962,0f58dd6e-d,150.46,240.76,Asia,Laptop,24.48
V4963,fddd9817-b,59.49,420.55,Europe,Laptop,92.2
V4964,b51a93d1-e,194.6,143.56,South America,TV,86.64
V4965,ea05d93e-2,6.91,317.03,South America,TV,33.22
V4966,76c13043-f,51.69,130.4,Europe,Tablet,76.28
V4967,3445c0e0-7,20.47,569.97,Europe,Tablet,63.97
V4968,3fc9d171-1,83.55,212.42,North America,Laptop,44.4
V4969,bda76de7-d,7.87,531.59,Asia,Laptop,57.21
V4970,c0f3f857-9,193.71,485.67,North America,Tablet,81.83
V4971,c3c3c4c3-1,103.65,170.91,Europe,TV,27.51
V4972,2994d918-b,177.48,586.16,South America,Mobile,95.79
V4973,82acd2ba-d,185.73,234.98,Asia,Laptop,27.51
V4974,86a680f3-a,139.33,148.5,South America,Tablet,61.21
V4975,77408d0f-e,81.82,284.22,Europe,Mobile,36.66
