show_id,title,type,release_year,genre,rating,director,country,language,date_added,imdb_score,budget_millions,age_certification
5b04f968-2,When decision wish,Movie,1993,Thriller,R,Ivan Hernandez,South Korea,English,2022-08-24,3.6,134.37,All
0ea19fc1-1,Our cultural around,Movie,2003,Comedy,G,Robert Robertson,United Kingdom,Spanish,2021-05-24,8.1,202.02,All
737d8439-1,Knowledge together science,Movie,1984,Comedy,G,Victoria Joseph DDS,India,French,2020-11-01,1.6,54.37,All 
ad519e90-8,Ahead mouth put learn,TV Show,2021,Documentary,PG,Mr. Daniel Kelley III,France,French,2018-09-25,4.1,109.43,Adult
c973eaa9-f,Young try dream well,Movie,2002,Drama,PG,Jeremy Rodriguez,France,Spanish,2020-03-02,3.2,150.31,Teen
fdbb933a-7,Skin live,Movie,2004,Horror,PG,Cory Craig,South Korea,English,2021-01-29,3.0,196.8,Adult
01701558-9,Enough than,TV Show,2007,Animation,R,James Bowers,South Korea,Japanese,2019-10-26,4.6,,Teen
ed819c22-b,So hundred seek,Movie,2009,Documentary,PG,Jennifer Allen,Canada,Japanese,,9.1,207.03,Kids
17fad4ee-f,Ten seven,Movie,1990,Drama,PG-13,Victoria Evans,India,Korean,2023-01-12,2.8,217.89,All
c240dd60-4,Sort oil,TV Show,1990,Animation,PG-13,Patricia Wilkins,France,French,2019-07-29,1.2,270.98,All
5b6e69df-3,Century which would,TV Show,2012,Comedy,TV-14,Monica Hendrix,South Korea,Korean,2024-12-05,5.0,31.75,Teen
85626bd3-a,Sport collection particularly,TV Show,1994,Romance,TV-14,James Jackson,United States,English,2020-07-28,1.6,,Kids
5583dcf7-b,Inside front,TV Show,2014,Documentary,TV-MA,Alexander Long,India,Korean,2021-07-11,7.2,284.37,Adult
2580c33a-2,Gun north,TV Show,2019,Documentary,R,Mr. Carlos Lawrence,United States,Hindi,2024-12-18,8.9,152.52,Teen
5ffa9132-b,Avoid certainly price reality,TV Show,2001,Horror,PG,Matthew Bryant,South Korea,French,2025-08-23,2.5,172.71,Adult
1fce0302-d,Particularly interview degree,TV Show,1990,Drama,PG,Sarah Owens,France,Hindi,2019-11-08,8.7,244.21,All
695985a0-b,Bad,Movie,2023,Action,PG,Morgan Johnson,India,Hindi,2025-04-29,7.3,176.77,Kids
148c3bf6-0,Main business imagine,TV Show,1987,Action,TV-MA,Andrea Bradley,India,French,2019-02-21,7.0,295.81,Teen
97f351a8-b,Out single mention,TV Show,1992,Romance,TV-14,Laurie Perez,United States,Spanish,2024-02-18,7.6,136.2,Adult
7260fd09-c,Will one,Movie,1982,Comedy,G,Ashley Gibson,India,Japanese,2024-12-18,5.9,264.63,Adult
1ce356ee-3,Meet care,Movie,1995,Action,TV-14,Julia Padilla,France,English,2021-08-26,1.8,250.9,Adult
b5133b3c-e,Poor expert,TV Show,1982,Documentary,R,Melanie Anderson,India,Hindi,2021-05-23,8.3,232.2,Teen
8c77003e-0,Grow position,Movie,1985,Drama,PG-13,David Rogers,India,Hindi,2022-07-05,9.3,44.36,Teen
ec148460-7,Without official,Movie,1993,Animation,R,Nathan Dunn,Japan,English,2024-03-23,9.9,65.07,All
fbbb7cfd-4,Strong million,Movie,2010,Sci-Fi,PG,Jared Porter,India,Spanish,2026-01-22,3.4,210.51,Adult
a821c9c7-5,Agent accept have season,TV Show,2010,Romance,TV-14,Sean Stevenson,Canada,French,2022-12-01,8.9,136.48,Kids
44ecbd5d-c,Author hit amount,Movie,1993,Sci-Fi,TV-14,Jeremy Nelson,United Kingdom,Spanish,2025-09-13,6.3,100.44,Teen
34a53843-d,Best century tonight,TV Show,2009,Action,R,Kelly James,Canada,Korean,2023-12-15,4.2,110.59,All
1890b954-1,Just sell,TV Show,1980,Documentary,PG,Nathan Martinez,Japan,Japanese,2019-10-29,8.9,167.91,All
23e2e0a9-8,Offer plant language,Movie,2024,Comedy,R,Janice Osborne,India ,French,2024-05-30,3.2,54.52,Kids
5a4abbeb-1,Glass suddenly,Movie,1991,Romance,TV-14,Michael Khan,South Korea,Hindi,2020-02-27,1.2,155.82,Kids
6705fca6-6,Difficult serious skin,Movie,2000,Documentary,G,David Berry,France,Hindi,2019-01-21,8.0,222.68,Teen
d0fe17b0-a,Particular small structure,TV Show,1994,Documentary,TV-14,Stacey Monroe,France,Korean,2025-09-07,7.6,,Kids
c09f6763-0,Room necessary,TV Show,2005,Animation,TV-14,Michael Rivera,Canada,Japanese,2020-02-24,5.3,187.84,Kids
95ed4d43-b,Alone despite,Movie,2007,Drama,PG-13,Lee Cox,United Kingdom,French,2019-06-25,6.4,67.63,All
826a8a8a-6,Ready big,TV Show,2019,Horror,PG,Christina Barker,South Korea,Hindi,2022-09-09,4.0,77.29,All
00f400fd-1,Set specific,Movie,1990,Romance,R,Yesenia Morris,Japan,Spanish,2019-01-09,7.3,28.41,Kids
40cb5a5b-b,Yard process,TV Show,1989,Romance,PG,Jessica Berry,France,French,2018-11-15,3.4,77.31,Kids
d9d1ba6e-1,From soon movement,Movie,2011,Sci-Fi,G,George Johnson,France,Spanish,2024-09-28,9.1,,Teen
a5c451d1-3,Help summer,TV Show,,Horror,TV-MA,Larry Donaldson,India,English,2023-03-26,2.0,16.42,Kids
4dc6bf8a-6,Produce vote defense year,Movie,2018,Documentary,G,Michael Jensen,United Kingdom,French,2024-10-27,4.6,264.58,Kids
c992e776-e,Let could care,TV Show,2021,Romance,R,Brandon Henderson,United Kingdom,Hindi,2025-04-26,8.2,139.59,Kids
dc47dfb8-c,Run send,TV Show,2003,Romance,TV-14,Megan Mclaughlin,India,Korean,2024-02-09,2.8,156.45,Kids
e7229c94-3,Way citizen,Movie,1981,Drama,G,George Johnson,South Korea,English,2019-07-26,5.0,184.37,Teen
e2a3a74a-3,Fall yes simply,Movie,2013,Animation,G,Lisa Jordan,South Korea,Japanese,2018-09-22,2.9,194.96,Teen
31cccfaa-a,Choose case level,TV Show,2006,Thriller,PG,Michael Jensen,Japan,French,2024-10-03,4.1,239.22,Teen
d08be1ea-a,Trial either more,TV Show,2001,Romance,TV-14,Gina Robinson,Canada,Spanish,2019-08-29,3.1,16.81,Kids
bec9c796-8,Image consider,TV Show,1987,Sci-Fi,G,David Holland,South Korea,Japanese,,,162.8,Teen
088a121d-d,Religious necessary open,TV Show,1994,Sci-Fi,TV-MA,Kenneth Gates,United Kingdom,Japanese,2024-05-23,7.3,181.29,Teen
847acff4-d,Professional statement,Movie,2023,Documentary,G,Wayne Tran,Canada,Spanish,2024-05-11,3.1,159.11,Teen
96d7e77d-0,Budget agreement,Movie,2021,Action,PG-13,Nicholas Barrett,United States,Hindi,2019-03-03,1.3,18.03,Teen
8f1e0de3-3,Small high degree,TV Show,2020,Drama,R,Norman Hernandez,Japan,Spanish,2021-12-04,5.1,118.11,Adult
9641a1cc-1,Stop fund community,TV Show,2020,Romance,TV-MA,Billy Rogers,Japan,English,2020-09-19,8.3,224.02,Teen
c5255a28-3,Ago hit,TV Show,2010,Drama,G,Dylan Werner,Canada,Spanish,2021-07-30,6.9,134.18,Kids
18349aef-3,Car as,Movie,1982,Animation,PG-13,,Japan,French,2025-02-22,6.1,144.34,Adult
12805cd0-a,International begin,Movie,1997,Sci-Fi,PG-13,Dawn Richards,United States,Hindi,2018-07-23,9.1,209.51,Kids
fafe6041-b,Bring,Movie,2005,Documentary,PG,Valerie Lawrence,France,Japanese,2022-10-19,3.7,241.71,All
50b29a15-6,Increase war stand better,Movie,1993,Drama,TV-MA,Nathan Singleton,United States,Spanish,2021-12-19,9.9,232.93,All
be151603-3,Fund share,Movie,1983,Romance,PG-13,Melissa Terry,Japan,Japanese,2024-06-18,1.9,176.46,Teen
1aad896e-1,Ok present mean,Movie,1987,Drama,TV-14,Nicholas Johnston,United States,Japanese,2020-09-09,5.0,,Teen
fb5bc90f-c,Early significant its current,Movie,2012,Sci-Fi,G,Suzanne Green,France,Spanish,2020-04-12,8.9,249.46,Teen
b2248aa2-c,Republican behavior bit similar,TV Show,1987,comedy,PG-13,Justin Villarreal,United Kingdom,English,2018-08-08,9.1,155.93,Kids
e0418778-d,Term,Movie,1999,Drama,PG-13,Jonathan Jones,South Korea,English,2023-01-27,6.5,56.63,All
f9ed13d1-3,Performance dark,Movie,2022,Comedy,PG-13,Tiffany Clark,France,Japanese,2019-05-23,9.3,38.78,Teen
a14e28ee-2,Spring who,TV Show,1989,Drama,PG-13,Austin Phillips,south korea,Japanese,2025-04-01,5.7,139.14,Kids
2a1dea3d-b,Radio hope economic,Movie,2019,Comedy,PG-13,Nicole Brown,United Kingdom,Japanese,2020-08-11,5.9,291.3,Kids
5b9b433f-b,Property party idea,Movie,2005,Documentary,TV-MA,Stephanie Oneal,United States,English,2018-02-19,8.4,251.26,All
75bce18c-e,Born old,Movie,2011,Thriller,R,Aaron Coleman,United States,French,2025-02-12,5.1,108.23,Kids
6272189e-b,Hear anything,TV Show,1999,Comedy,G,Michael Fisher,United Kingdom,Hindi,2020-04-10,6.8,140.5,Teen
96596d7d-4,Smile final short,Movie,1996,Horror,R,Jennifer Moreno,United Kingdom,Japanese,2023-12-22,3.4,115.52,Kids
a95e188e-c,Beat quickly participant,Movie,2022,Drama,TV-14,Eduardo Snyder,United States,English,2026-01-18,3.7,190.0,Teen
89028076-3,Responsibility,TV Show,1993,Horror,TV-14,Sean Ortiz,United Kingdom,Spanish,2021-04-22,5.2,126.34,Kids
f230da55-0,Help store little,Movie,2015,Comedy,R,Laura Lopez,France,Japanese,2024-10-27,4.1,247.83,Teen
175076e1-8,Everything wide,Movie,1988,Romance,R,Tracy Walters,France,English,2019-11-18,1.8,77.04,Adult
7e784c98-c,Seem stage,Movie,2015,Horror,PG,Lisa Nash ,India,Japanese,2021-08-08,1.3,72.81,Adult
a251d74a-4,Safe in while,Movie,1993,Animation,TV-14,Andrea Bradley,Canada,Korean,2018-05-25,6.6,84.0,Kids
6260e3b4-e,Task main across,TV Show,1998,Sci-Fi,G,Melissa Gutierrez,Canada,English,2022-12-11,5.6,24.25,Adult
5686f6bc-6,Business health interview coach,Movie,2002,Horror,TV-14,Teresa Gray,United States,Japanese,2025-04-17,2.3,14.85,Kids
d0d292bb-2,Group appear,TV Show,1987,Comedy,PG,Chris Gibson,India,Hindi,2018-07-05,3.2,16.69,All
5164f8c3-9,Affect paper,Movie,1999,Drama,TV-14,Kenneth Carter,France,Korean,2018-09-29,1.8,294.66,Kids
1a47206e-f,Huge gun voice,Movie,2008,Animation,PG,Jamie Herman,United Kingdom ,korean,2020-08-03,7.6,270.52,Teen
4bd85374-3,Condition minute fear,TV Show,1997,Thrill3r,TV-MA,David Caldwell,United States,Spanish,2025-01-23,5.4,117.48,Teen 
5e0e8627-b,Stock easy,Movie,1995,Action,PG,Ivan Hernandez,France,Japanese,2025-11-20,8.3,141.68,All
43277dfa-9,Drug share where,Movie,2023,Drama,TV-MA,Amber Spencer,United Kingdom,Hindi,2023-10-22,7.5,130.66,Adult
9ab3183e-d,Front most case,Movie,2022,Sci-Fi,R,Michael Hughes MD,India,Spanish,2021-10-01,6.6,192.82,Teen
85a5abfd-7,Drop now kid,Movie,1998,Action,PG,Jonathan Jones,France,French,2024-06-21,1.9,270.77,Adult
191de448-a,Develop account,Movie,1993,Comedy,PG-13,Kyle Hall,India,Spanish,2025-12-20,5.9,21.76,Teen
0a71b4d3-5,Treatment leg,TV Show,2017,Action,R,Cody Martin,United Kingdom,Japanese,2020-01-14,5.3,80.95,Kids
03890af7-c,Move know thank,Movie,1992,Comedy,PG-13,Justin Becker,South Korea,French,2019-07-31,4.8,165.46,Adult
032322d7-6,Word after,TV Show,1998,Horror,PG,Megan Lin,United States,Japanese,2018-02-21,3.4,88.85,Kids
9551a706-6,As evidence,TV Show,2011,Comedy,G,Lindsay Thompson,South Korea,Hindi,2022-01-27,7.4,241.0,Teen
0cdd8b74-1,Hold thank,Movie,1998,Thriller,TV-14,Christine Diaz,South Korea,Spanish,2023-08-24,1.4,41.74,All
2b0f8101-c,Speech before,Movie,1980,Animation,G,Tiffany Ross,United Kingdom,Hindi,2018-10-16,1.4,21.27,Teen
b9ba7c31-2,Reach dinner camera,Movie,1987,Action,PG-13,Daniel Arnold,United States,Spanish,2020-12-05,8.4,88.88,Adult
556bfde8-f,Age understand,Movi3,2009,Animation,TV-MA,Christopher Irwin,United Kingdom,English,2025-01-17,7.5,136.61,All
d3bfeb7d-5,Thing marriage phone,TV Show,2014,Horror,G,Jonathan Moore,Japan,Spanish,2018-11-21,3.9,36.06,Teen
b0ecd32b-a,Choice,TV Show,1986,Romance,PG-13,Jill Reyes,India,English,2024-12-23,8.8,149.06,Kids
8f975b1a-2,mrs learn,TV Show,1980,Documentary,G,Jeremy Duran,Japan,Japanese,2024-02-17,1.0,37.85,Kids
a3d689f8-8,Ready,TV Show,2001,Thriller,PG-13,Dawn Richards,United Kingdom,Korean,2018-05-07,5.9,14.9,Teen
30cec287-6,Look leg because,Movie,2018,Sci-Fi,PG,Jerry Johnson,Unit3d Kingdom,French,2022-03-24,2.2,275.96,Teen
1733289d-e,Force brother reveal happy,TV Show,1989,Documentary,PG,Jessica Mosley,India,English,2021-11-22,1.7,290.35,All
37b07d4a-d,Add relationship east,Movie,1985,Thriller,G,Patricia Wilkins,India,Hindi,2024-03-11,7.3,100.37,Adult
e9b2cf1d-a,Recognize kid remain,Movie,2014,Horror,PG-13,Frank Stevens,France,French,2018-12-29,8.1,171.48,Adult
ed58087c-2,Charge four full,TV Show,2019,Romance,TV-14,Anthony Chen,France,Hindi,2025-03-01,7.6,46.33,Teen
2b8a37ec-d,Turn follow there,TV Show,2000,Thriller,PG,Vicki Hoover,United States,Korean,2025-08-16,8.7,196.33,Teen
12ca7a6c-7,Sometimes run either,TV Show,1982,Animation,TV-MA,Michael Nelson,United Kingdom,Japanese,2023-08-06,5.2,45.69,Teen
708ee971-9,Concern suggest fill,TV Show,1992,Documentary,PG-13,Jordan Lopez,Canada,Hindi,2023-06-09,7.4,150.78,Kids
75700886-d,Only them,TV Show,1996,Romance,PG,Melissa Terry,Canada,French,2023-05-01,2.5,293.13,All
11efecea-c,Front real great,TV Show,2010,Sci-Fi,R,Rachael Rush,Japan,Spanish,2023-01-31,1.5,236.59,All
cb5519dc-b,There call lot,Movie,1989,Sci-Fi,G,Gary Hall,United Kingdom,Hindi,2022-06-27,8.1,259.05,All
2745f78c-3,A son pass,TV Show,2025,Comedy,R,Tyler Schultz,Japan,English,2024-04-01,9.7,258.75,Teen
ec713e5a-d,Along market mean,Movie,1983,Thriller,TV-MA,Jasmine Baker,France,Korean,2026-01-27,5.5,271.33,Kids
f3e86ea6-d,Look,Movie,1982,Comedy,TV-MA,Terry Smith,South Korea,Hindi,2018-11-30,8.4,65.05,Teen
a65371c4-2,Right teach,TV Show,1999,Horror,TV-MA,Thomas Mcneil,Canada,Korean,2021-10-04,3.2,194.6,Teen
1a1f669e-0,Tend investment professional,Movie,1994,Romance,G,Lisa Lopez,United States,French,2020-04-14,8.5,46.81,All
00924a96-c,Social billion notice,Movie,2019,Action,PG,Joanna Lee,United Kingdom,Spanish,2024-04-05,7.6,197.55,Adult
ddb652d4-c,Eye college first,Movie,2008,Action,PG,Jose Walker,United Kingdom,Japanese,2023-10-03,5.5,79.86,Adult
6be247ba-5,Recently high natural,Movie,2009,Documentary,TV-14,Amanda Simpson,India,Hindi,2022-01-13,5.3,61.59,Adult
f44093d4-5,Feel mission effort whose,TV Show,1982,Drama,TV-14,Troy Raymond,Canada,Japanese,2018-04-13,6.3,,Teen
f6f23c23-4,Name official tree,TV Show,1992,Documentary,PG-13,Katie Anderson,Canada,Korean,2020-12-26,9.1,187.27,Teen
0785888f-f,Wonder instead focus,Movie,1997,Documentary,TV-MA,Michael Nelson,India,English,2024-01-21,2.3,246.53,Kids
469d5b19-b,Right,Movie,1982,Thriller,TV-14,Ashley Reid,India,Japanese,2018-10-14,5.8,30.21,Adult
c3e1ab08-f,Employee best back,TV Show,1995,Horror,TV-MA,Gregory Bates,United States,Japanese,2018-11-12,3.3,171.5,Teen
2deea672-b,Population choice market put,Movie,1990,Thriller,TV-14,Brendan Hayes,United Kingdom,Hindi,2025-12-26,3.1,247.58,Adult
5b8e62f1-9,Alone religious,Movie,2001,Thriller,TV-14,Ernest Velasquez,United Kingdom,English,2025-04-09,4.8,269.21,Kids
990e19a7-c,After good marriage,Movie,2015,Documentary,PG-13,Kristine Howard,United Kingdom,French,2022-01-08,6.9,164.51,Kids
8e123677-d,Front vote century,TV Show,2013,Animation,G,James Hernandez,Canada,Japanese,2022-01-21,3.3,196.98,Adult
7d60304f-7,Cover,Movie,2024,Drama,TV-MA,David Dunlap,United Kingdom,Hindi,2024-02-28,,48.48,All
af20e4c2-e,Tonight lose tell,Movie,1998,Drama,PG,Kaitlyn Odonnell,Japan,English,2024-07-20,8.2,125.19,Adult
08057e4d-3,Strategy culture,Movie,1997,Sci-Fi,TV-14,Jeffrey Quinn,France,English,2023-02-26,8.4,221.39,Adult
034152af-4,Around within,Movie,1987,Animation,PG,Alicia Perry,Canada,Spanish,2025-10-29,4.3,59.76,All
b21caf9f-8,Conc3rn want what n3c3ssary,TV Show,2011,Documentary,PG-13,Miranda George,United States,Hindi,2021-02-15,7.0,242.99,Kids
fc50bc06-a,Century need let,TV Show,1994,Action,PG-13,Oscar Hernandez,India,French,2018-09-03,2.6,222.68,Teen
d50ae382-b,Somebody high,TV Show,2013,Drama,TV-14,Angela Collier,South Korea,Hindi,2025-02-06,8.2,67.07,All
929ba77b-1,Wrong fish member,Movie,1992,Animation,TV-MA,Kyle Davis,Japan,English,2023-01-04,2.9,136.1,Teen
710c963c-7,Leg main,TV Show,1997,Thriller,TV-MA,Rachael Turner,India,Japanese,2022-04-20,2.2,152.53,Adult
d5366735-c,Become back move,TV Show,2025,Drama,PG,Mr. Daniel Kelley III,France,Hindi,,6.6,105.63,Kids
9e2cb5b4-e,Set nor man,TV Show,2024,Horror,PG-13,George Fuller,United Kingdom,Japanese,2024-01-03,4.1,80.75,Teen
a8392519-1,Room staff,Movie,2019,Sci-Fi,TV-MA,James Hunt,United States,French,2018-04-03,1.6,139.35,Teen
e474cbfb-b,Certain fall perform,TV Show,2005,Horror,G,Jose Smith,Japan,Japanese,2020-06-16,9.9,194.61,Adult
50570601-c,Mouth town,TV Show,2003,Comedy,PG,Erika Page,India,Korean,2025-08-29,,243.63,Kids
f5b881a0-3,Item turn road friend,Movie,1981,Comedy,PG,Tanya Bailey,France,English,2021-03-20,8.6,10.01,Teen
3eb5693b-0,Sign time popular,TV Show,1989,Comedy,PG-13,Ashley Reid,Japan,English,2020-03-29,8.8,91.67,All
9123692e-8,Citizen song,TV Show,1993,Horror,TV-MA,Heather Adams,Japan,Japanese,2022-06-16,7.9,41.47,All
cf9ea44d-2,All may quickly,TV Show,2022,Horror,G,Michael Hughes MD,Canada,Korean,2022-01-16,8.2,217.23,Kids
474beba8-a,Few keep other,Movie,2006,Sci-Fi,G,Wendy Boone,India,Korean,2025-11-25,2.3,62.36,Adult
4992da39-0,None item,TV Show,2004,Romance,G,Eric Bowers,Japan,Spanish,2020-09-14,2.2,28.95,All
47f610ad-1,Usually member,Movie,1991,Drama,PG-13,Monica Jones,Canada,Japanese,2019-07-26,,43.95,Teen
9a3cbe29-3,Their morning executive,Movie,,Drama,TV-MA,Brooke Berry,India,French ,2021-08-01,2.2,184.84,Adult
a5dce1b4-6,Everybody member,Movie,2009,Animation,PG,Ricardo Le,India,Korean,2020-06-01,8.0,175.94,Kids
72878a38-6,Piece box customer interesting,Movie,2019,Comedy,TV-MA,Eric Smith,South Korea,,2020-03-17,1.8,194.13,Teen
4522ff96-3,Maintain entire every,TV Show,2016,Romance,PG-13,Richard Mcpherson,France,English,2022-10-05,,186.59,All
1897bbe5-c,Enjoy own sister,Movie,2004,Animation,R,Kimberly Turner,Japan,French,2022-06-25,6.5,272.05,Teen
8f0a2bee-2,Choose hear bar,Movie,2012,Animation,G,Brenda Delacruz,India,English,2020-02-04,6.8,275.56,All
feb8d4ea-e,Civil senior address,Movie,1983,Comedy,TV-MA,Crystal Brown,India,Spanish,2025-09-14,4.9,285.69,Kids
6fbe910e-9,Suffer wind,TV Show,2012,Thriller,TV-MA,Jesse Flores,United States,Korean,2025-02-03,1.3,176.12,All
b6499e76-9,Response fish election quite,Movie,1987,Documentary,G,Donald Long,Japan,Spanish,2025-03-10,9.0,126.27,All
933a5800-e,Among article natural,Movie,2017,Action,pg-13,Ashley Gibson,South Korea,Korean,2020-12-08,5.1,172.15,All
beeb1b1d-9,Task bill,Movie,2024,Romance,G,Amanda Simpson,United Kingdom,French,2022-11-19,9.0,118.75,All
07f23d0e-9,Radio production health old,Movie,2011,Animation,TV-MA,Cassandra Vasquez,India,English,2025-08-13,3.3,180.25,All
87e11fbd-e,Risk perhaps,TV Show,2011,Horror,TV-MA,Robert Miller,United States,Spanish,2020-04-02,1.3,251.98,All
1f8e6100-3,Window line,Movie,2014,Documentary,PG-13,Melinda Howard,Japan,Hindi,2018-08-08,7.6,104.62,Teen
dcc56213-b,Fire word,TV Show,2005,Comedy,R,Autumn Thomas,France,Spanish,2026-01-31,6.9,51.89,Adult
122e7d35-9,Two prepare PM,Movie,2020,Action,PG-13,Joel Rowe,United Kingdom,Korean,2026-01-20,4.8,140.34,Teen
1c299d67-4,Involve recent,Movie,1998,Action,PG-13,Amber Young,United Kingdom,Japanese,2021-05-10,7.8,290.86,Adult
b4f75ae4-e,Yard,TV Show,2015,Sci-Fi,TV-MA,Timothy Baker,United States,French,2024-05-23,9.2,83.56,Teen
6e9287e6-8,Test,TV Show,2016,Romance,PG-13,Suzanne Barton,Japan,Japanese,2022-04-21,8.8,12.3,Teen
4fcb8928-5,Second threat,Movie,2003,Drama,TV-MA,Jeremy Holmes,India,French,2018-11-13,9.1,8.62,Adult
9356f2b9-f,Practice environmental,Movie,1990,Animation,R,Dawn Richards,Canada,Spanish,2020-07-30,4.1,23.26,All
a4aa28e7-c,Imagine,TV Show,1989,Horror,TV-14,Nicholas Barrett,Japan,Japanese,2019-07-27,4.8,183.55,Kids
5abbea28-6,Blood author maybe six,TV Show,1983,Comedy,TV-14,Kyle Hall,Canada,Spanish,2022-06-12,5.4,98.35,Teen
bfab2399-a,Ball culture,Movie,2008,Documentary,,Alicia Hamilton,United Kingdom,English,2020-01-30,5.1,156.88,Adult
8357540f-3,Effort society rise,Movie,2000,Thriller,PG,Frank Stevens,United Kingdom,French,2025-05-11,7.8,148.1,All
593d3dd4-f,Some pick candidate,Movie,2025,Documentary,TV-14,Teresa Gray,India,Korean,2019-05-01,4.4,15.01,Teen
1696616b-4,Indicate listen,Movie,1999,Animation,PG,Morgan Johnson,India,Japanese,2024-10-16,9.1,40.1,All
653d9ebb-7,Kind range people,TV Show,1998,Romance,TV-MA,Edward Hernandez,France,English,2019-06-11,6.1,88.09,Teen
78824b10-c,Son minute,Movie,1995,Horror,PG-13,Cindy Castro,India,Korean,2025-03-26,1.1,214.43,All
0f80e01a-f,Design better her,movie,2018,Sci-Fi,TV-14,Nicholas Johnston,South Korea,Korean,2018-07-14,,60.77,All
5b55ed41-8,Actually east same brother,TV Show,2007,Comedy,G,Kyle Lyons,Canada,French,2026-01-20,8.2,66.23,Teen
f4493fb8-9,Sing benefit,Movie,1984,Documentary,PG,Frank Stevens,Japan,French,2019-01-12,9.0,63.03,Teen
0cdc2eca-d,Big security,TV Show,2022,Sci-Fi,PG-13,Bryan Rodriguez,United States,Spanish,2026-01-29,8.4,261.74,All
c7f8bdac-c,White sport,Movie,1985,Drama,PG-13,Meghan Hopkins,France,Korean,2019-08-19,2.6,191.07,Teen
1990a9a7-c,Task anyone,Movie,2016,Drama,R,Stephanie Lopez,United States,English,2025-10-19,9.7,209.47,Adult
4e2e3dc3-9,Myself free,Movie,2012,Romance,PG-13,Ashley Smith,France,Hindi,2018-04-10,2.2,233.74,Kids
65ef2a9e-a,Be hold try,TV Show,2022,Sci-Fi,R,Jennifer Scott,South Korea,French,2020-11-24,9.8,143.97,Teen
626dc779-0,Save watch develop,TV Show,2012,Sci-Fi,TV-14,Andrew Hicks,Canada,French,2023-09-26,1.7,151.64,Teen
372e5dcd-9,Sing body,Movie,2006,Thriller,PG,Robert Moran,Japan,English,2019-04-11,5.2,60.16,Adult
783fde59-1,Significant land yes,TV Show,2014,Horror,TV-14,Diana Torres PhD,United Kingdom,French,2018-03-28,10.0,91.42,Teen
57e3ff72-4,World phone stage,TV Show,2006,Thriller,TV-14,Sara Washington,France,French,,7.8,77.4,All
9fce37b9-6,Easy home,,2017,Drama,PG-13,Meghan Hopkins,India ,French,2020-01-12,4.0,68.84,Kids
84a31335-e,Window know if,TV Show,1986,Documentary,TV-MA,James Tucker,United Kingdom,Korean,2019-12-19,5.9,79.22,All
4e42bac3-8,Who federal president,Movie,1990,Horror,TV-MA,Daniel Davis,Canada,Japanese,2021-11-20,6.4,,Teen
96d6e4a6-4,Value ,TV Show,1991,Horror,G,Melinda Howard,Japan,Hindi,2024-06-17,5.3,203.95,All
1a2dd5a3-1,Kind give actually attack,TV Show,1985,Drama,TV-MA,Timothy Miller,United States,English,2021-08-03,3.8,32.1,Adult
7df87878-2,Itself require,TV Show,1991,Animation,G,Jeremy Duran,Canada,English,2020-11-22,7.0,160.46,All
6a3dd8ed-9,Former detail son,TV Show,1982,Animation,TV-14,Stacy Rogers,South Korea,French,2021-07-11,2.9,132.44,Adult
f3578a62-2,Business manager,TV Show,1980,Sci-Fi,PG,Brittany Phillips,India,English,2018-02-18,3.3,189.29,Kids
4f88dca5-5,Design case,Movie,1989,Action,PG-13,Megan Lin,France,Korean,2025-11-08,7.8,105.59,Kids
7bda5ee5-5,Republican investment admit,Movie,1994,Drama,TV-14,Monica Gray,France,Hindi,2020-04-09,3.4,40.35,All
3e3fe393-8,,Movie,1984,,TV-MA,Adrian Walls,United Kingdom,Korean,2019-07-27,3.7,242.74,Adult 
fe3f0496-2,Quickly above,Movie,2017,Animation,TV-MA,Derrick Park,Canada,French,2022-10-16,9.6,197.19,All
578170a2-9,Reason describe so,TV Show,2011,Drama,PG,Sophia Green,Canada,Japanese,2022-10-16,2.3,173.93,Adult
d56da949-f,Rock option,TV Show,1997,Animation,TV-MA,William Reese,Canada,Spanish,2024-09-30,8.3,88.88,All
2eb48f22-2,Detail executive particular,Movie,2014,Horror,G,Ricardo Le,United Kingdom,Korean,2020-09-08,1.7,131.32,Teen
9d8f9b4e-3,No better attorney sit,Movie,2016,Action,TV-MA,Eric Bowers,Japan,Japanese,2025-07-20,7.6,269.08,Teen
0658aff8-6,Mr score hard,TV Show,1991,Documentary,G,Elizabeth Rice,Canada,Spanish,2024-04-29,8.6,194.27,Teen
79a5e925-6,Scientist field nation,Movie,2013,Drama,G,Nina Smith,United States,Japanese,2020-03-08,2.8,274.45,All
3abd6d0c-5,Recognize explain,Movie,2013,Sci-Fi,PG,Christine Diaz,Japan,French,2018-08-11,3.4,98.62,
0d2cb095-9,Focus early film,Movie,1984,Thriller,TV-MA,Dana Brown,France,English,2018-11-07,8.1,219.64,Teen
cffc1e20-8,Suggest red three,TV Show,1990,Drama,PG-13,Charles Alexander,France,Spanish,2024-11-29,7.5,180.96,All
9597d066-0,Buy each,TV Show,2025,Sci-Fi,TV-MA,Charles Moore,United States,Japanese,2023-07-30,8.1,56.05,Kids
598ad8f4-e,Event west threat,Movie,2002,Romance,PG,Michelle Gallegos,Canada,Hindi,2023-12-10,7.4,190.76,Teen
229980a9-b,Responsibility agency material piece,TV Show,1989,Drama,R,Kathleen Rodriguez,Japan,Hindi,2022-08-02,2.7,56.14,All
b9cf5aec-7,Executive affect rather,TV Show,1980,Drama,R,,Japan,Hindi,2023-10-30,9.3,114.81,All
